horsepower,mileage,highway_fuel_economy,year,wheelbase,price
-0.058368863537341505,-0.5393100565772845,0.6006836744734528,0.08311808759278855,-0.2757943135104386,10.221904919357126
0.2782906548537058,-1.195974824487513,0.4185534557191844,0.8612559024731588,-0.2757943135104386,10.467266092754791
-1.0683474187104836,-0.34327868237312537,1.3292045494905262,0.08311808759278855,-0.16839528950438037,9.797793647977064
-0.7690945134739969,-0.6919229591580357,0.4185534557191844,0.08311808759278855,-0.768039840204871,9.998615897627705
-1.3426625818439295,-0.7801716509845111,0.23642323696491604,0.08311808759278855,-1.1349865055589032,9.706620724300137
0.6149501732447531,-0.46725325662363926,-0.6742278568064258,0.08311808759278855,0.5833978785380247,10.179261503913537
-0.07083773458886178,0.09387358699778976,-0.30996741929788907,-0.3059508198473965,-0.34739366284781037,9.770013301136158
0.12866420223546257,0.4853313003005396,-0.1278372005436207,0.4721869950329737,-0.4458427681866976,10.021315031649332
-0.058368863537341505,-0.4729002509422776,-0.6742278568064258,0.08311808759278855,0.1359019451794498,10.196007901628159
0.6897633995538748,-1.2661877079289499,0.6006836744734528,1.250324809913344,-0.7322401655361858,10.778789609332929
-0.9436587081952807,-0.10483722838817225,0.6006836744734528,0.4721869950329737,-0.6069413041957843,9.76984186766621
-1.2553804844832874,-0.6419355349598851,1.693464986999063,-0.3059508198473965,-0.6248411415301276,9.465060106725137
0.17853968644154364,-0.7935688568935255,-0.1278372005436207,0.8612559024731588,-0.18629512683872362,10.337086499888064
0.6149501732447531,-1.2563919014578424,-0.4920976380521574,1.250324809913344,0.12695202651227883,10.49116310015384
1.1137050153055639,-0.0683334436855459,0.05429301821064769,0.4721869950329737,0.34175007452439404,10.668769330855273
-1.3426625818439295,1.4165091389657987,0.7828138932277211,0.08311808759278855,-1.1349865055589032,9.471319061593414
-1.230442742380247,-0.6394289609511018,1.693464986999063,0.08311808759278855,-0.6248411415301276,9.472781556562168
-1.0932851608135241,0.4395503106458646,-0.30996741929788907,-0.6950197272875817,-0.857539026876586,8.81744592104187
0.4653237206265099,-0.18464423993219353,-1.9491393880863044,0.8612559024731588,0.7086967398784262,9.764168012286715
0.6897633995538748,-0.7738908103648012,-1.9491393880863044,0.08311808759278855,-0.31159398817912515,10.609699022425275
-0.4698416082375104,-0.44668206303431396,0.23642323696491604,0.08311808759278855,-0.6248411415301276,10.06895961723459
-0.07083773458886178,-0.2193905417091212,-0.8563580755606941,0.08311808759278855,-0.6248411415301276,10.165505603232393
1.1137050153055639,-0.41801492350857344,-0.8563580755606941,0.4721869950329737,-0.1057458588341809,10.462560335928407
-0.058368863537341505,-0.4583505972131329,-0.6742278568064258,0.08311808759278855,0.1359019451794498,10.317945437479338
0.42791710747194905,-0.019325600134506123,-0.4920976380521574,0.4721869950329737,-0.20419496417306687,10.39821428171237
