,horsepower,mileage,price,year,highway_fuel_economy,length,latitude,longitude
0,-0.06648617703991937,-0.32603511099917487,0.3314608110626738,0.07731395798857313,-0.1234538641222221,-0.4799156301147764,0.10497466975612714,-2.45404642203088
1,1.482379315969641,1.6904236580047975,0.40387859444775775,-0.7089808560317239,-1.033434432999836,2.489215978660344,1.3927639546716843,-2.040969174333204
2,-1.057760092566038,-0.24377179077230846,-0.46758830484531255,0.8636087720088702,1.3325150460819601,0.17169503350874854,-0.6630467691458414,-2.0402153837352164
3,0.5158872483316753,-0.706236719423485,0.6438465935992053,0.8636087720088702,-0.1234538641222221,0.7618329930168483,-0.3446514946154882,0.8049672283722228
4,-0.7851597657963554,2.3851428661908183,-1.1789446295066617,-1.4952756700520209,0.604530590979869,-0.3754120331185496,0.27267523737419913,0.034962594621032565
5,3.7747002456237904,0.10917181756283358,3.8938617377796283,0.07731395798857313,-1.7614188881019273,-0.02501761966061689,0.4644557840175051,-1.1402647887967945
6,-0.4258229714181374,1.1108385579039641,-1.288639763683412,-3.4610127051027635,0.058542249653300675,0.5528257990243964,1.404414268175179,0.10627118519074064
7,-0.06648617703991937,-0.2993239979234114,-0.6215255602376495,-0.3158334490215754,1.3325150460819601,0.01801327322018125,1.023470998334463,1.405760948686965
8,0.7389238793250521,0.7884630552654394,0.014247176300470009,0.07731395798857313,-1.033434432999836,2.3109451367256058,0.7857886161550857,0.4854429317908948
9,0.032641214512692494,-0.44226299311117157,1.2026111298819295,0.8636087720088702,0.4225344772043462,-1.0577590487997897,0.03299451668650252,-2.4318849784500194
10,-0.8718962334048909,-0.8855005257121218,-0.10336246972164446,0.47046136499872165,0.9685228185309146,-0.14181575747992836,-0.9892555472437184,-1.5917853569918812
11,0.4415417046672165,1.0542213602530732,-0.5790246316280429,-0.7089808560317239,-0.8514383192243132,0.7556857226053042,-0.6943207668010228,0.5991823951213732
12,0.6769692596046697,0.42334401500028873,-0.18171613699075168,0.07731395798857313,0.24053836342882345,0.08563324774715225,0.5885725887691539,1.1099207526944344
13,-0.723205146075973,-0.14864223396692236,-0.06671827987760745,0.07731395798857313,0.058542249653300675,-0.7565427986341975,1.0939523975228502,0.14754875833658887
14,-0.9338508531252733,0.5613034600133645,-0.4587240515785045,-1.1021282630418725,0.604530590979869,-0.6458919312264284,0.5550005018294066,-1.1593356909259025
15,-1.082541940454191,-0.861466280649339,-0.32853033172226065,0.8636087720088702,1.6965072736330058,-0.5598301454648303,0.321334780051749,0.9449310666067204
16,-1.2684057996153384,0.2094824092320531,-0.7762542668145228,-0.7089808560317239,1.8785033874085286,-0.7381009873995688,-0.7071101332542599,-1.9916712692247591
17,-0.7479869939641259,0.27660559424571735,-0.8026887363780398,0.47046136499872165,1.1505189323064373,-0.018870349249074547,0.3701941565801316,0.9819874124038325
18,-0.7479869939641259,-1.1687304316016829,-0.3796580782433145,1.2567561790190187,0.604530590979869,-0.018870349249074547,1.0215725767515613,0.9470492181870677
19,0.46632355255536945,2.5338961338368806,-1.2264317005788479,-1.4952756700520209,-0.6694422054487904,0.7003602889014214,0.5031636009236303,0.263444062777314
20,-1.057760092566038,-0.39928918726837537,-0.06307760442873984,0.8636087720088702,1.3325150460819601,0.17169503350874854,0.14330280234567208,-0.8281954812295723
21,1.1106515976473466,-0.5666941804242379,0.9655715001132668,0.07731395798857313,0.24053836342882345,0.19628411515491964,0.10497466975612714,-2.45404642203088
22,0.7017511074928227,2.1535218242504426,-1.4088611986144965,-6.9993393681941,-1.3974266605508816,-0.8794882068650514,-0.4094176456700843,-1.6421385689375105
23,1.3584700765288762,-0.4759109361990676,0.6840523137736563,0.07731395798857313,-1.2154305467753588,2.372417840841033,0.6970024362305043,1.2514600132787266
24,-0.0045315573195369545,-0.6228796251698093,-0.3874934449702252,0.47046136499872165,0.24053836342882345,-0.8180155027496244,-1.1096954091400624,0.4982573719566988
25,-0.7479869939641259,1.0205446336381558,-0.7365234173507937,-0.3158334490215754,-0.4874460916732677,-0.24631935447615344,0.47448744332926224,-1.1402647887967945
26,-0.9338508531252733,-0.010193468994484483,-0.7753836705115328,-0.7089808560317239,0.7865267047553918,-0.5598301454648303,-1.8791556517680201,0.540876692366966
27,-1.2188421038390322,0.48836600254139834,-1.039411785672888,0.07731395798857313,0.7865267047553918,-0.7319537169880264,-2.1139804098805026,0.734819475323417
28,0.1813323018416103,-0.7694165612352316,0.09529177759700111,0.07731395798857313,-0.1234538641222221,0.06104416610098114,-0.7632034951827535,0.8068969323030731
29,-1.057760092566038,0.7425245461394495,-0.9343862134849028,-0.7089808560317239,0.604530590979869,-2.8896456314395107,-0.6460209250549694,0.6544201701419684
30,0.3300233891705281,-0.5276925013103806,-0.14309331918537357,-1.1021282630418725,0.058542249653300675,-0.5290937934071169,0.4793833726746427,0.2809998458044653
31,0.30524154128237513,4.119004966899698,-1.0934679015767266,-3.4610127051027635,-1.033434432999836,-0.1848466503607265,-0.17343385122277716,0.5646813994514424
32,0.46632355255536945,-0.19538668184950844,-0.3013835560926609,0.8636087720088702,-0.6694422054487904,0.06104416610098114,0.364558841986673,-0.3432367621077175
33,0.8628331187658169,2.3098163759760846,-0.9351776646694393,-1.8884230770621695,-1.7614188881019273,0.8724838604246157,-0.6724989102901868,-2.1318763204506124
34,-0.0045315573195369545,-0.5234901063652713,0.08896016812070962,0.8636087720088702,0.24053836342882345,-0.018870349249074547,0.5399729962468527,-0.11428794378068263
35,1.8541070342919357,-0.8897029206572311,1.1867821061912007,0.47046136499872165,-1.3974266605508816,2.3109451367256058,-0.3744067550043471,-0.0014681049797496484
36,2.659517090656907,-1.104168980492914,1.360901366789217,0.8636087720088702,-0.6694422054487904,-0.17869937994918417,-1.7383127537017466,0.6124264959280309
